72,83,49,100,61,58,82,17,0,0,25,33,100,61,75,92,8
31,93,12,78,71,36,31,0,21,33,100,65,69,100,0,78,8
64,100,34,73,100,39,94,3,0,0,38,38,90,74,76,95,8
77,60,77,100,10,90,15,49,40,8,0,0,32,34,100,55,8
33,76,48,100,100,97,74,50,44,4,77,0,39,40,0,79,8
86,71,72,100,32,75,55,35,42,0,0,17,48,45,100,70,8
53,79,44,55,22,10,0,0,32,36,66,69,100,100,61,83,8
0,12,50,48,84,87,24,100,29,65,100,35,84,0,9,11,8
45,70,77,35,58,0,0,10,48,42,100,71,84,100,26,81,8
99,68,58,100,0,78,47,42,100,9,39,0,47,41,100,73,8
13,95,17,66,83,35,77,0,0,14,42,49,100,81,34,100,8
38,63,74,100,11,86,34,43,67,0,0,7,27,48,100,76,8
100,97,40,100,0,65,35,27,39,0,40,38,87,73,87,100,8
76,70,32,100,10,71,85,41,100,4,4,0,0,39,54,73,8
59,85,25,71,88,35,79,0,7,29,62,64,100,100,0,99,8
78,99,0,100,17,63,57,28,47,0,7,31,45,65,100,95,8
14,99,16,67,67,33,74,0,0,17,44,48,100,77,39,100,8
0,82,37,62,83,30,65,0,46,32,81,66,100,100,23,90,8
57,68,52,100,4,71,48,37,63,0,0,13,27,49,100,78,8
16,38,67,29,43,0,22,25,66,57,100,94,50,100,0,74,8
35,73,77,55,100,20,39,0,37,35,79,68,86,100,0,84,8
75,100,0,89,70,61,100,26,32,0,7,31,63,63,95,99,8
86,90,28,100,0,52,46,4,26,0,25,51,100,83,73,99,8
62,76,23,100,0,67,67,35,89,0,22,22,56,60,100,96,8
100,95,38,99,35,65,70,29,32,0,0,27,36,64,65,100,8
3,57,83,70,100,100,6,85,20,52,71,20,0,0,37,32,8
82,100,35,78,97,39,94,0,0,1,39,42,100,81,40,94,8
19,78,29,36,13,0,8,27,58,49,100,79,55,100,0,88,8
55,40,100,64,92,100,48,81,45,40,55,0,0,4,11,38,8
73,64,54,100,0,75,60,40,91,0,13,13,46,55,100,87,8
79,100,14,81,49,39,100,0,32,0,52,55,71,100,0,71,8
85,69,47,100,0,75,44,38,72,0,16,16,57,55,100,87,8
45,74,23,68,92,35,77,0,45,28,100,64,95,100,0,80,8
56,60,65,100,100,83,81,39,51,0,85,16,56,50,0,55,8
64,92,3,100,25,62,44,23,0,0,1,30,55,58,100,90,8
98,89,48,100,29,65,58,25,6,0,0,31,53,63,100,91,8
47,68,0,70,53,34,85,0,22,12,53,59,100,100,46,88,8
48,97,9,67,100,64,66,100,24,57,0,0,87,8,15,41,8
100,95,0,78,93,59,81,100,62,44,2,5,96,0,48,48,8
61,96,0,83,61,66,100,30,49,0,5,30,39,68,42,100,8
47,69,42,100,6,75,54,39,47,0,0,21,42,58,100,90,8
73,96,50,70,38,24,0,0,29,41,70,77,100,100,46,78,8
100,92,18,81,46,39,62,0,1,13,43,56,74,100,0,75,8
50,100,5,82,71,42,91,0,7,18,78,56,100,92,0,90,8
100,75,47,100,0,79,49,41,66,0,3,25,27,66,98,91,8
77,72,51,100,0,77,61,42,94,0,22,2,33,45,100,76,8
38,73,84,41,100,0,53,7,73,49,98,90,54,100,0,75,8
0,23,63,46,100,87,50,100,34,57,86,23,57,0,9,22,8
28,6,64,48,100,91,53,100,22,59,80,31,66,0,0,2,8
25,89,65,55,100,21,20,0,0,30,55,62,94,95,22,100,8
43,82,85,44,100,3,17,0,0,34,62,64,90,100,7,95,8
51,69,74,37,100,0,52,4,41,41,73,75,60,100,0,83,8
37,71,79,71,49,100,0,45,25,36,66,0,100,51,10,26,8
96,100,0,98,22,54,87,15,51,0,25,39,100,73,38,94,8
100,89,52,100,25,71,45,34,38,0,0,17,34,47,76,71,8
90,94,13,95,26,56,96,27,52,0,0,26,45,64,100,100,8
66,90,6,55,100,73,45,100,33,46,0,0,89,11,13,23,8
96,85,31,100,44,64,96,27,37,0,0,31,72,62,100,91,8
76,95,23,100,36,60,68,22,23,0,0,33,46,65,100,94,8
32,52,22,0,100,2,78,63,35,37,14,100,71,92,0,73,8
33,88,39,59,63,100,0,65,28,43,40,0,100,42,25,47,8
69,97,0,90,24,45,81,3,0,0,46,45,100,89,20,100,8
35,88,30,57,50,17,11,0,0,38,56,68,100,100,20,100,8
66,86,0,94,21,52,80,14,14,0,42,39,100,78,49,100,8
78,67,65,100,0,75,56,37,84,0,2,10,35,52,100,86,8
0,98,5,73,70,39,100,0,43,9,53,50,84,90,26,100,8
28,61,59,27,33,0,2,20,63,46,100,79,48,100,0,74,8
34,71,16,65,17,23,0,0,1,42,44,75,100,100,46,91,8
56,80,5,100,10,65,87,33,71,0,0,22,58,59,100,97,8
45,72,18,100,0,64,64,33,98,0,7,5,26,41,100,68,8
100,94,40,100,0,68,43,35,92,5,23,0,3,34,46,68,8
63,65,35,100,1,69,61,36,79,0,0,15,33,54,100,86,8
49,100,19,91,31,54,36,15,0,0,7,36,51,63,100,87,8
60,90,26,82,49,39,35,0,0,23,56,54,100,90,37,100,8
40,100,7,84,72,47,100,5,22,0,52,45,84,90,0,94,8
81,82,0,95,19,62,84,29,45,0,24,33,83,68,100,100,8
59,99,16,72,89,38,91,0,28,18,73,58,100,100,0,95,8
3,92,12,64,60,28,18,0,0,32,67,55,100,91,33,100,8
44,68,58,44,100,7,0,0,7,36,78,68,93,100,11,74,8
54,63,100,76,80,100,43,75,51,35,47,0,0,16,27,46,8
88,78,34,100,0,73,45,38,78,0,21,11,50,49,100,82,8
4,11,46,53,76,100,24,98,41,53,100,24,57,0,0,15,8
100,100,31,89,36,55,70,22,23,0,0,28,43,58,86,89,8
100,90,27,100,0,66,56,33,81,0,10,16,33,57,98,84,8
53,93,3,71,47,34,23,0,0,29,59,63,100,100,9,98,8
60,59,98,26,48,0,25,19,77,49,100,85,43,100,0,70,8
54,64,30,96,15,61,69,27,52,0,0,30,48,66,100,100,8
81,69,63,100,0,82,41,41,81,0,19,3,41,44,100,74,8
89,92,20,100,11,67,43,34,54,0,0,24,34,56,100,82,8
77,87,87,57,100,19,13,0,28,35,83,69,94,100,0,79,8
0,53,84,42,100,6,10,0,2,34,66,66,86,100,5,84,8
44,89,62,48,61,0,0,6,35,47,100,72,81,100,14,84,8
39,73,76,100,22,79,50,43,69,6,0,0,26,30,100,52,8
87,100,31,76,100,91,38,80,22,62,0,0,73,9,33,64,8
29,95,93,67,84,100,10,68,0,18,74,0,100,44,17,44,8
100,100,9,95,0,52,98,26,48,0,46,45,98,90,18,71,8
57,53,100,85,62,100,51,61,79,24,29,0,0,30,61,56,8
0,31,52,59,46,100,11,81,65,52,100,17,38,0,9,26,8
88,99,9,100,0,54,55,12,4,0,24,40,100,73,63,94,8
72,100,5,97,53,52,93,6,0,0,11,43,100,77,58,99,8
100,94,53,80,68,39,68,0,0,0,17,36,62,69,88,100,8
44,87,21,78,68,41,70,0,0,13,45,47,100,80,41,100,8
83,95,0,86,56,49,100,13,17,0,48,40,99,79,37,100,8
63,66,58,100,11,76,36,38,63,0,0,3,36,36,100,62,8
70,61,65,100,15,70,72,34,87,0,0,10,23,50,100,76,8
42,98,0,69,54,36,71,0,14,16,54,54,100,91,39,100,8
4,100,23,65,89,36,100,0,20,8,32,49,79,85,0,89,8
84,92,41,91,37,46,66,0,0,9,46,49,100,85,33,100,8
100,100,37,89,43,57,69,26,33,0,0,19,35,48,83,73,8
65,60,100,100,5,100,19,57,65,15,0,0,13,43,97,75,8
19,93,9,74,100,94,25,100,1,49,0,0,93,16,46,60,8
62,100,100,98,77,61,45,28,39,0,79,25,50,57,0,72,8
68,89,0,100,38,59,98,23,80,0,39,35,100,69,75,92,8
0,63,61,38,67,0,20,14,56,50,100,85,50,100,2,71,8
70,92,0,83,57,49,100,13,16,0,5,37,48,74,64,100,8
50,90,0,89,62,47,88,0,5,4,42,51,100,95,11,100,8
23,57,70,39,100,0,40,1,51,43,89,83,60,100,0,75,8
90,66,49,100,0,72,67,40,100,0,25,11,34,55,84,93,8
46,79,37,60,59,22,0,0,19,35,78,64,100,97,29,100,8
51,60,47,100,16,68,75,35,83,0,0,2,31,39,100,68,8
46,92,45,62,38,22,0,0,9,39,57,70,100,100,27,98,8
51,78,0,68,47,34,100,0,19,7,63,43,85,82,9,100,8
81,85,10,79,42,38,56,0,0,21,45,62,100,100,29,82,8
100,94,29,84,32,41,59,0,0,1,42,38,87,74,52,100,8
12,14,56,48,100,84,53,100,32,65,80,30,62,0,0,17,8
26,100,21,65,91,32,66,0,38,25,91,61,100,99,0,98,8
55,92,17,78,55,38,50,0,0,21,56,55,100,92,25,100,8
67,99,62,62,97,13,0,0,7,34,100,59,100,100,10,93,8
32,98,8,71,56,25,28,0,0,42,77,69,100,100,15,92,8
42,85,85,100,100,68,76,32,45,0,50,1,38,40,0,65,8
0,66,48,100,100,83,69,41,37,0,81,26,76,69,8,93,8
56,76,73,52,93,13,0,0,37,35,100,69,100,100,17,76,8
86,62,64,100,0,80,40,44,92,12,29,0,41,37,100,65,8
65,93,68,73,92,23,13,0,0,38,87,65,100,100,5,98,8
18,74,3,67,74,34,41,0,3,27,59,63,100,100,0,95,8
66,98,22,67,100,88,17,100,11,52,0,0,79,13,22,53,8
41,100,0,70,76,37,100,0,10,5,41,43,97,79,27,91,8
64,100,100,92,94,56,72,22,72,0,91,31,52,59,0,80,8
100,83,64,100,50,65,75,26,35,0,0,22,46,53,100,78,8
12,76,27,98,45,48,28,0,0,14,54,56,100,100,30,96,8
61,90,67,61,99,100,9,71,17,56,0,0,100,25,17,61,8
62,87,41,63,100,100,22,72,8,41,30,0,93,42,0,34,8
67,99,0,95,29,61,100,36,87,0,43,21,70,60,83,100,8
0,88,65,55,100,16,45,0,43,40,90,77,68,100,8,69,8
88,88,53,78,100,40,91,0,0,1,5,39,57,76,18,100,8
22,100,66,50,100,94,45,95,5,41,58,0,78,42,0,46,8
36,53,100,82,55,100,2,69,36,34,74,0,0,14,62,44,8
73,78,10,73,60,35,43,0,0,25,57,62,100,100,20,96,8
67,100,18,81,44,39,35,0,0,28,53,57,100,88,42,94,8
76,97,64,62,100,15,14,0,0,35,90,59,98,100,0,98,8
55,77,3,100,39,57,100,16,0,0,26,38,97,77,23,78,8
67,66,56,100,10,74,59,38,70,0,0,15,29,54,100,82,8
75,75,36,100,6,68,62,35,100,0,0,6,31,41,93,74,8
5,55,79,87,5,100,38,53,67,6,0,0,27,47,100,84,8
88,59,100,100,16,85,42,45,82,8,0,0,32,40,89,77,8
59,82,11,67,100,65,54,100,40,48,0,22,60,0,43,52,8
100,84,55,99,4,72,49,33,43,0,0,28,41,69,97,100,8
0,26,57,56,98,94,31,100,45,63,100,31,78,0,9,16,8
32,100,17,75,87,41,64,0,12,20,79,55,100,96,0,96,8
37,100,0,60,94,94,3,89,29,54,0,0,100,28,8,38,8
0,71,52,100,100,75,53,37,13,0,82,7,34,44,16,83,8
60,100,14,67,100,55,80,98,39,56,0,13,80,0,50,45,8
57,87,0,100,17,63,100,28,94,0,20,34,89,71,37,87,8
37,90,4,97,35,57,100,22,49,0,0,33,54,72,35,100,8
27,100,0,74,60,43,100,3,34,0,29,44,74,81,10,58,8
35,97,35,61,44,19,0,0,23,38,61,68,100,99,51,100,8
46,84,65,46,65,9,0,0,30,29,84,57,100,94,44,100,8
35,86,56,65,100,27,23,0,6,28,65,64,98,100,0,85,8
98,98,34,96,8,59,63,27,34,0,0,32,42,70,100,100,8
100,100,21,86,45,47,86,11,3,0,0,33,65,65,99,96,8
48,97,7,76,22,35,0,0,5,31,49,65,100,95,52,100,8
61,95,39,68,100,100,45,76,0,45,10,0,90,36,21,50,8
25,46,100,31,80,0,0,9,38,45,89,78,54,100,20,68,8
32,90,0,64,66,29,79,0,12,26,60,67,100,100,16,79,8
48,94,0,76,53,39,47,0,3,14,70,46,100,88,28,100,8
41,84,93,52,100,12,33,0,47,39,93,74,72,100,0,81,8
0,20,57,51,94,89,38,100,44,61,100,30,76,0,12,14,8
78,79,40,100,6,71,16,33,16,0,0,32,46,58,100,80,8
35,100,0,88,58,44,55,0,30,39,100,73,94,97,28,84,8
75,91,30,100,24,60,53,21,11,0,0,37,44,70,100,93,8
66,93,50,56,80,100,0,55,17,35,59,0,100,52,0,29,8
59,100,9,86,61,44,74,0,0,1,53,39,100,82,35,88,8
70,99,42,69,35,30,0,0,19,29,60,58,100,88,54,100,8
100,89,41,100,23,69,54,35,38,0,0,11,25,47,60,81,8
66,91,22,73,50,27,19,0,0,33,65,60,100,96,24,100,8
63,62,67,100,5,79,52,41,73,0,0,2,32,42,100,75,8
67,86,59,66,95,26,44,0,0,30,59,63,100,98,19,100,8
39,83,17,65,37,26,17,0,0,36,44,70,100,100,32,93,8
77,100,28,80,63,41,59,0,0,10,47,44,100,75,61,94,8
44,75,21,38,0,0,18,28,56,60,100,90,82,100,28,81,8
100,100,39,84,58,51,88,20,25,0,0,24,42,54,98,81,8
0,85,19,63,86,31,94,0,3,15,39,50,100,83,29,100,8
0,76,49,100,100,82,58,41,28,0,82,15,28,51,34,88,8
54,85,94,100,96,61,79,22,84,0,100,32,53,52,0,58,8
35,100,0,80,45,41,96,3,44,0,34,38,100,67,78,93,8
69,79,48,57,69,19,0,0,30,34,93,63,100,100,37,76,8
100,100,22,97,23,62,94,33,69,0,0,18,25,59,78,95,8
22,93,0,70,69,37,100,0,15,20,51,60,77,94,42,100,8
16,78,66,100,100,75,46,39,0,0,66,4,24,45,23,85,8
55,65,100,87,61,100,53,66,71,29,40,0,0,21,39,47,8
27,100,43,66,67,31,45,0,0,27,47,59,100,91,20,97,8
30,63,61,100,100,82,76,39,42,0,74,9,53,49,0,63,8
73,100,0,91,49,63,100,31,58,0,16,28,45,69,30,98,8
19,74,75,62,78,23,3,0,28,38,94,72,100,100,0,80,8
100,86,47,100,0,73,42,43,85,15,28,0,37,36,84,66,8
59,72,36,100,0,72,23,36,52,0,0,1,44,27,100,55,8
35,90,24,61,100,100,12,84,0,29,49,0,96,57,7,28,8
20,70,39,100,100,88,67,44,30,1,64,0,22,41,0,85,8
52,98,69,67,78,28,13,0,0,26,54,58,100,93,54,100,8
60,90,43,68,52,22,21,0,0,39,52,66,100,95,38,100,8
60,81,12,100,0,70,28,34,28,0,12,33,52,64,100,91,8
7,60,100,79,76,100,24,71,80,36,84,0,0,14,47,50,8
83,85,17,98,37,57,94,19,38,0,0,38,65,71,100,100,8
44,90,0,79,79,43,95,0,13,10,50,55,100,98,19,100,8
12,75,3,59,67,25,20,0,27,36,95,68,100,100,0,95,8
62,100,0,57,94,71,34,93,26,47,13,0,100,37,8,39,8
15,92,0,96,38,47,79,0,4,8,46,58,100,100,12,86,8
100,100,21,86,64,41,71,0,13,23,73,66,74,100,0,70,8
81,76,15,100,0,65,100,33,65,0,10,28,90,64,73,94,8
100,90,60,100,36,66,54,29,34,0,0,19,37,48,79,74,8
100,51,72,100,0,88,28,42,77,0,2,11,5,55,78,82,8
0,56,76,49,100,11,31,0,45,39,95,73,71,100,11,74,8
58,100,0,85,51,50,79,11,14,0,44,39,100,71,51,83,8
100,63,71,100,10,85,24,43,56,4,0,0,26,38,88,55,8
0,30,46,60,59,100,21,81,67,50,100,16,38,0,7,28,8
23,83,74,49,100,13,19,0,24,35,82,66,73,100,0,84,8
64,89,66,58,74,8,0,0,20,41,92,64,100,100,24,95,8
56,86,39,69,100,34,59,0,0,17,53,54,95,94,22,100,8
69,89,6,100,10,64,35,26,10,0,0,36,47,64,100,91,8
50,83,26,62,58,100,14,60,2,30,50,0,100,51,0,34,8
0,95,21,65,86,30,54,0,14,25,68,62,100,100,0,90,8
85,90,10,65,100,69,34,100,53,41,0,0,92,5,35,48,8
55,68,71,40,100,6,5,0,14,35,66,68,89,100,0,83,8
41,58,99,39,100,1,27,0,33,40,80,75,66,100,0,83,8
13,78,44,47,36,0,0,0,48,39,100,74,85,100,20,79,8
19,90,57,61,96,19,17,0,2,34,81,64,100,100,0,99,8
100,100,29,88,45,52,79,16,16,0,0,33,42,68,44,98,8
44,73,77,100,100,68,78,28,68,0,100,33,56,51,0,53,8
16,92,0,70,68,36,68,0,15,25,53,63,100,100,34,92,8
0,20,38,56,46,100,6,81,58,56,100,24,50,0,7,15,8
65,98,41,74,100,100,32,85,10,60,0,0,73,12,33,62,8
76,100,59,66,89,23,9,0,0,31,80,62,100,96,2,86,8
66,74,23,100,14,69,64,36,47,0,0,23,35,60,100,87,8
21,93,0,65,56,35,48,0,17,26,61,60,100,95,32,100,8
36,100,39,66,100,97,34,100,29,47,0,0,73,10,32,66,8
0,73,54,47,100,15,43,0,51,35,81,69,63,100,2,72,8
62,76,0,100,22,68,90,37,100,0,13,8,13,47,68,81,8
23,100,46,57,100,79,49,89,0,48,20,0,79,22,24,53,8
65,95,0,77,46,36,35,0,5,26,73,61,100,100,6,84,8
40,83,81,46,79,7,5,0,51,35,100,71,72,100,0,77,8
75,92,23,83,58,39,77,0,0,13,42,51,100,86,32,100,8
40,81,67,65,100,27,38,0,0,24,46,61,81,99,27,100,8
21,73,84,42,90,7,0,0,19,35,81,66,100,100,9,89,8
80,81,34,100,0,70,45,39,76,0,28,12,57,54,100,85,8
2,20,44,53,63,100,14,98,53,59,100,25,57,0,0,13,8
70,81,25,100,0,74,42,40,77,5,40,0,53,40,100,70,8
50,54,80,96,38,100,37,50,46,0,0,15,45,45,100,61,8
100,83,20,100,0,68,71,36,89,0,17,15,42,55,98,91,8
2,77,54,100,100,79,86,47,59,16,63,0,73,27,0,43,8
23,74,42,38,51,0,0,7,26,42,81,69,100,97,25,100,8
43,39,100,73,69,100,7,70,60,36,57,0,0,16,67,48,8
95,68,76,100,34,78,50,39,52,0,0,6,40,39,100,60,8
77,83,47,72,78,27,22,0,0,30,68,60,100,100,20,90,8
72,100,2,77,59,36,100,0,0,7,31,52,100,92,22,91,8
49,78,34,60,30,18,0,0,19,39,57,73,100,100,44,82,8
38,81,92,100,100,66,65,33,37,0,100,20,67,51,0,72,8
48,92,29,62,92,100,16,67,0,38,36,0,100,43,10,41,8
82,100,0,85,67,49,100,10,6,0,12,41,82,77,69,99,8
20,60,0,83,15,39,100,9,30,0,47,54,67,100,2,59,8
74,74,62,100,10,76,36,39,62,2,0,0,24,30,100,50,8
46,92,0,75,48,39,44,0,7,19,52,57,100,92,37,100,8
82,86,0,67,38,29,96,0,25,20,65,61,100,100,18,73,8
0,77,52,57,100,26,54,0,23,24,56,58,75,94,21,100,8
100,86,49,100,3,79,37,43,59,5,9,0,0,40,43,70,8
66,76,34,100,5,76,43,39,44,0,0,17,45,50,100,76,8
100,70,46,94,32,51,87,9,0,0,38,46,80,91,19,100,8
1,13,46,53,72,100,13,97,39,54,100,23,56,0,0,19,8
0,24,43,59,64,100,18,94,67,61,100,23,43,0,7,29,8
75,61,85,100,22,82,37,42,55,2,0,0,31,36,100,60,8
69,94,0,81,73,55,100,21,32,0,20,33,58,67,51,100,8
100,100,33,95,0,60,47,28,48,0,5,21,40,59,87,92,8
32,87,24,54,81,100,0,72,18,44,36,0,100,44,19,49,8
0,96,31,63,100,32,86,0,12,18,53,53,98,87,41,100,8
28,49,35,93,100,100,81,54,41,13,52,0,66,45,0,63,8
25,94,6,58,87,30,85,0,0,17,49,53,100,89,35,100,8
97,91,33,93,55,46,54,0,0,10,49,49,100,87,30,100,8
61,96,46,68,71,22,11,0,0,34,67,63,100,100,25,93,8
46,78,26,54,84,100,0,75,24,42,29,0,100,44,20,39,8
57,95,59,56,76,12,0,0,28,33,100,60,96,100,21,88,8
86,83,40,100,0,72,49,37,63,0,10,20,52,55,100,82,8
36,82,45,60,81,100,0,70,19,45,25,0,100,37,4,32,8
100,92,20,90,7,42,65,0,0,10,18,58,78,100,45,97,8
94,83,29,77,100,41,78,0,0,11,45,56,92,100,10,79,8
89,98,57,76,63,34,19,0,0,25,55,56,100,91,36,100,8
55,90,44,56,29,13,0,0,28,38,64,69,100,100,63,99,8
56,71,31,100,16,66,24,23,0,0,17,34,57,57,100,76,8
0,21,49,57,79,100,15,81,45,44,100,15,29,0,5,25,8
84,74,74,100,32,74,58,34,49,0,0,8,48,37,100,62,8
93,77,47,100,8,68,70,33,74,0,0,20,52,57,100,92,8
40,84,33,81,100,42,81,0,0,13,46,57,94,100,11,90,8
54,77,30,37,0,0,13,25,55,54,100,80,89,100,37,86,8
61,83,19,100,3,62,15,21,0,0,0,40,47,62,100,79,8
59,100,28,71,26,20,0,0,28,40,72,67,100,99,49,99,8
40,100,0,58,93,90,6,92,11,52,9,0,100,34,0,38,8
48,84,38,41,20,0,0,14,37,51,89,81,100,100,36,84,8
3,61,69,34,69,0,0,13,45,46,100,78,71,100,29,71,8
100,91,44,100,0,76,10,37,30,0,3,25,25,61,72,86,8
57,100,0,75,62,40,62,0,2,15,56,53,100,93,23,95,8
32,84,66,100,100,80,64,40,30,0,68,11,36,52,0,91,8
54,97,20,73,48,34,35,0,0,22,50,50,100,78,71,100,8
86,74,21,100,0,73,66,38,100,0,12,8,49,49,100,76,8
100,87,9,100,0,67,74,37,94,0,21,15,60,56,93,94,8
36,93,31,55,79,100,0,73,31,53,27,0,100,37,32,46,8
51,62,56,100,1,82,33,42,65,1,0,0,32,40,100,65,8
36,86,0,75,35,34,12,0,11,35,75,68,100,100,12,89,8
47,97,17,79,57,40,70,0,0,17,33,53,100,79,65,100,8
26,94,0,80,47,41,68,0,5,9,52,46,100,84,36,100,8
51,67,81,100,0,89,33,50,83,13,13,0,41,34,100,62,8
32,87,76,51,98,14,16,0,46,32,100,66,76,100,0,82,8
48,88,28,58,34,9,0,0,25,42,66,77,100,100,49,78,8
65,100,0,79,67,41,99,0,10,3,41,42,100,80,6,90,8
64,97,32,67,19,26,0,0,30,36,67,67,100,100,47,88,8
25,67,79,49,100,13,51,0,54,37,78,73,61,100,0,79,8
44,76,61,100,6,75,41,38,70,0,0,0,33,36,100,62,8
51,91,5,86,0,43,22,0,8,24,50,61,100,93,45,100,8
72,97,4,91,14,45,29,0,0,30,61,65,100,100,20,86,8
59,61,91,100,37,92,36,46,45,0,0,6,35,36,100,38,8
73,95,7,76,78,40,100,2,0,0,37,41,82,82,51,100,8
27,73,35,48,100,14,70,0,38,38,89,75,94,100,0,86,8
60,56,56,100,0,79,46,38,100,0,45,1,39,48,91,86,8
37,89,25,54,80,20,15,0,0,26,62,58,100,97,23,100,8
58,95,60,64,100,32,83,0,17,20,62,51,69,85,0,100,8
87,80,54,100,24,68,61,34,37,0,0,19,52,48,100,80,8
45,100,68,64,100,24,39,0,5,33,68,65,85,97,0,97,8
88,100,9,93,8,45,55,0,0,6,37,50,100,84,44,99,8
79,78,42,100,27,66,68,30,50,0,0,22,45,54,100,82,8
100,83,29,100,27,65,86,32,59,0,0,21,45,58,99,89,8
36,86,30,70,78,35,55,0,0,21,62,53,100,89,9,100,8
65,67,72,100,1,75,32,37,61,0,0,4,32,44,100,74,8
30,79,4,66,68,31,41,0,0,28,57,64,100,100,0,92,8
100,82,61,100,50,68,72,31,38,0,0,16,31,49,78,76,8
44,93,0,100,32,60,85,27,61,0,41,36,100,65,72,88,8
67,78,54,100,0,83,36,43,61,0,15,14,51,54,100,80,8
12,79,62,46,100,12,23,0,41,33,86,67,82,100,0,88,8
17,97,25,59,85,100,0,82,27,51,23,0,100,36,19,33,8
69,82,0,100,22,64,96,36,96,0,33,20,93,53,100,79,8
11,58,85,41,87,0,0,9,23,50,100,78,71,100,10,77,8
23,100,13,70,66,36,33,0,0,25,59,58,100,96,28,97,8
31,100,0,82,47,46,97,12,44,0,31,33,95,61,100,91,8
24,97,55,60,77,22,21,0,0,31,51,62,100,95,30,100,8
72,100,3,76,100,63,49,99,29,45,0,28,53,0,33,48,8
32,85,67,55,95,10,4,0,12,40,95,71,100,100,0,87,8
72,68,42,100,0,68,61,34,79,0,1,16,50,53,100,88,8
83,100,18,88,37,43,61,0,0,20,53,56,100,91,22,97,8
0,25,52,58,76,98,15,100,54,64,100,29,49,0,9,28,8
29,61,97,31,78,0,0,12,45,45,100,77,80,100,9,73,8
51,91,46,56,29,15,0,0,36,33,72,64,100,100,48,92,8
30,81,62,43,64,0,29,15,62,52,100,87,58,100,0,87,8
43,100,0,88,67,47,85,0,17,16,83,56,100,93,17,74,8
43,67,83,33,78,0,9,9,57,41,100,73,57,100,0,78,8
49,75,44,100,23,73,43,37,47,0,0,16,40,45,100,68,8
73,92,0,100,23,63,77,31,50,0,7,30,52,66,100,98,8
29,100,20,62,100,96,15,96,14,51,25,0,90,47,0,44,8
53,61,100,73,92,100,55,72,58,36,51,1,0,0,29,31,8
100,98,51,100,11,72,44,35,43,0,0,20,22,61,65,92,8
86,59,56,100,0,81,48,42,71,0,11,8,45,52,100,88,8
81,60,96,100,0,98,49,54,96,11,13,0,33,45,100,86,8
77,97,13,85,62,41,100,0,24,11,48,63,72,100,0,76,8
18,68,50,54,100,19,30,0,24,35,84,68,90,100,0,84,8
49,49,100,79,54,100,8,68,35,27,0,0,6,35,71,63,8
77,99,43,77,34,36,0,0,23,34,66,68,100,100,39,78,8
0,77,50,100,100,72,40,39,13,0,74,1,23,38,12,77,8
49,73,61,100,0,84,42,42,81,0,26,10,43,56,100,86,8
